Accession	Female_Parent	Male_Parent	Cross_Type
TMS13F2077P0004	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0006	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0007	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0008	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0009	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0010	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0011	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0012	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0013	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0015	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0016	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0017	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0018	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0019	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0020	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0021	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0022	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0023	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0024	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0025	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0026	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0027	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0028	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0029	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0030	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0031	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0032	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0033	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0034	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0035	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0036	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0037	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0038	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0039	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0040	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0041	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0042	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0043	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0044	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0045	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0046	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0047	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0048	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2077P0050	IITA-TMS-IBA070004	IITA-TMS-IBA011797	biparental
TMS13F2080P0002	IITA-TMS-IBA070004	IITA-TMS-IBA070045	biparental
TMS13F2080P0003	IITA-TMS-IBA070004	IITA-TMS-IBA070045	biparental
TMS13F2080P0007	IITA-TMS-IBA070004	IITA-TMS-IBA070045	biparental
TMS13F2082P0016	IITA-TMS-IBA070004	IITA-TMS-IBA070337	biparental
TMS13F2084P0002	IITA-TMS-IBA070004	IITA-TMS-IBA071378	biparental
TMS13F2085P0004	IITA-TMS-IBA070126	(IITA-TMS-IBA070614xGM3632-49)-5	biparental
TMS13F2087P0002	IITA-TMS-IBA070126	IITA-TMS-IKN120036	biparental
TMS13F2089P0001	IITA-TMS-IBA070126	IITA-TMS-IBA980002	biparental
TMS13F2097P0004	IITA-TMS-IBA070258	TMEB419	biparental
TMS13F2101P0001	IITA-TMS-IBA070258	IITA-TMS-IBA000017	biparental
TMS13F2101P0002	IITA-TMS-IBA070258	IITA-TMS-IBA000017	biparental
TMS13F2101P0003	IITA-TMS-IBA070258	IITA-TMS-IBA000017	biparental
TMS13F2101P0004	IITA-TMS-IBA070258	IITA-TMS-IBA000017	biparental
TMS13F2101P0005	IITA-TMS-IBA070258	IITA-TMS-IBA000017	biparental
TMS13F2101P0006	IITA-TMS-IBA070258	IITA-TMS-IBA000017	biparental
TMS13F2101P0007	IITA-TMS-IBA070258	IITA-TMS-IBA000017	biparental
TMS13F2101P0008	IITA-TMS-IBA070258	IITA-TMS-IBA000017	biparental
TMS13F2101P0009	IITA-TMS-IBA070258	IITA-TMS-IBA000017	biparental
TMS13F2101P0010	IITA-TMS-IBA070258	IITA-TMS-IBA000017	biparental
TMS13F2101P0011	IITA-TMS-IBA070258	IITA-TMS-IBA000017	biparental
TMS13F2101P0012	IITA-TMS-IBA070258	IITA-TMS-IBA000017	biparental
TMS13F2101P0013	IITA-TMS-IBA070258	IITA-TMS-IBA000017	biparental
TMS13F2101P0014	IITA-TMS-IBA070258	IITA-TMS-IBA000017	biparental
TMS13F2102P0002	IITA-TMS-IBA070258	IITA-TMS-IBA010131	biparental
TMS13F2107P0002	TMEB419	IITA-TMS-IBA020540	biparental
TMS13F2107P0004	TMEB419	IITA-TMS-IBA020540	biparental
TMS13F2107P0005	TMEB419	IITA-TMS-IBA020540	biparental
TMS13F2110P0001	IITA-TMS-ZAR930151	IITA-TMS-IBA980581	biparental
TMS13F2110P0002	IITA-TMS-ZAR930151	IITA-TMS-IBA980581	biparental
TMS13F2110P0003	IITA-TMS-ZAR930151	IITA-TMS-IBA980581	biparental
TMS13F2110P0005	IITA-TMS-ZAR930151	IITA-TMS-IBA980581	biparental
TMS13F2110P0006	IITA-TMS-ZAR930151	IITA-TMS-IBA980581	biparental
TMS13F2110P0007	IITA-TMS-ZAR930151	IITA-TMS-IBA980581	biparental
TMS13F2110P0008	IITA-TMS-ZAR930151	IITA-TMS-IBA980581	biparental
TMS13F2110P0010	IITA-TMS-ZAR930151	IITA-TMS-IBA980581	biparental
TMS13F2110P0011	IITA-TMS-ZAR930151	IITA-TMS-IBA980581	biparental
TMS13F2110P0012	IITA-TMS-ZAR930151	IITA-TMS-IBA980581	biparental
TMS13F2110P0013	IITA-TMS-ZAR930151	IITA-TMS-IBA980581	biparental
TMS13F2110P0014	IITA-TMS-ZAR930151	IITA-TMS-IBA980581	biparental
TMS13F2110P0015	IITA-TMS-ZAR930151	IITA-TMS-IBA980581	biparental
TMS13F2110P0016	IITA-TMS-ZAR930151	IITA-TMS-IBA980581	biparental
TMS13F2110P0017	IITA-TMS-ZAR930151	IITA-TMS-IBA980581	biparental
TMS13F2110P0018	IITA-TMS-ZAR930151	IITA-TMS-IBA980581	biparental
TMS13F2116P0001	IITA-TMS-MOK980004	IITA-TMS-IBA980581	biparental
TMS13F2116P0002	IITA-TMS-MOK980004	IITA-TMS-IBA980581	biparental
TMS13F2125P0002	IITA-TMS-IBA000355	IITA-TMS-IBA000107	biparental
TMS13F2130P0002	IITA-TMS-IBA020431	IITA-TMS-IBA010131	biparental
TMS13F2131P0002	IITA-TMS-IBA020431	IITA-TMS-IBA011224	biparental
TMS13F2132P0004	IITA-TMS-IBA020431	IITA-TMS-IBA011368	biparental
TMS13F2132P0005	IITA-TMS-IBA020431	IITA-TMS-IBA011368	biparental
TMS13F2143P0009	IITA-TMS-IBA011412	(IITA-TMS-IBA070614xGM3632-49)-5	biparental
TMS13F2144P0001	IITA-TMS-IBA011412	IITA-TMS-IKN120016	biparental
TMS13F2154P0005	IITA-TMS-IBA011412	IITA-TMS-IBA950279	biparental
TMS13F2154P0012	IITA-TMS-IBA011412	IITA-TMS-IBA950279	biparental
TMS13F2156P0001	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0002	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0003	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0004	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0005	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0006	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0007	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0008	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0009	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0010	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0011	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0012	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0013	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0014	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0015	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0016	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0017	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0018	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0019	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0020	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2156P0021	IITA-TMS-IBA011412	IITA-TMS-IBA961089A	biparental
TMS13F2160P0001	IITA-TMS-IBA011412	IITA-TMS-IBA980505	biparental
TMS13F2161P0016	IITA-TMS-IBA011412	IITA-TMS-IBA980581	biparental
TMS13F2161P0020	IITA-TMS-IBA011412	IITA-TMS-IBA980581	biparental
TMS13F2176P0005	IITA-TMS-IBA011412	IITA-TMS-IBA070048	biparental
TMS13F2176P0009	IITA-TMS-IBA011412	IITA-TMS-IBA070048	biparental
TMS13F2176P0035	IITA-TMS-IBA011412	IITA-TMS-IBA070048	biparental
TMS13F2177P0001	IITA-TMS-IBA011412	IITA-TMS-IBA070337	biparental
TMS13F2177P0019	IITA-TMS-IBA011412	IITA-TMS-IBA070337	biparental
TMS13F2180P0008	IITA-TMS-IBA011412	IITA-TMS-IBA071393	biparental
TMS13F2180P0016	IITA-TMS-IBA011412	IITA-TMS-IBA071393	biparental
TMS13F2180P0020	IITA-TMS-IBA011412	IITA-TMS-IBA071393	biparental
TMS13F2206P0008	IITA-TMS-KAN930061	IITA-TMS-ZAR930151	biparental
TMS13F2207P0001	IITA-TMS-KAN930061	IITA-TMS-IBA960249	biparental
TMS13F2211P0002	IITA-TMS-KAN930061	IITA-TMS-IBA020233	biparental
TMS13F2230P0002	IITA-TMS-IBA010046	IITA-TMS-IBA980581	biparental
TMS13F2244P0001	IITA-TMS-IBA030055	IITA-TMS-IBA010903	biparental
TMS13F2248P0009	IITA-TMS-IBA030060	IITA-TMS-IBA030060	self
TMS13F2248P0010	IITA-TMS-IBA030060	IITA-TMS-IBA030060	self
TMS13F2251P0002	IITA-TMS-IBA030060A	IITA-TMS-IBA982101	biparental
TMS13F2251P0006	IITA-TMS-IBA030060A	IITA-TMS-IBA982101	biparental
TMS13F2260P0002	IITA-TMS-IBA051740	IITA-TMS-IBA010903	biparental
TMS13F2266P0005	IITA-TMS-MOK940583	IITA-TMS-IBA063046	biparental
TMS13F2271P0001	IITA-TMS-IBA970425	IITA-TMS-MM967204	biparental
TMS13F2271P0016	IITA-TMS-IBA970425	IITA-TMS-MM967204	biparental
TMS13F2274P0002	IITA-TMS-IBA974580	IITA-TMS-MOK980115	biparental
TMS13F2278P0002	IITA-TMS-IBA000214	IITA-TMS-MM967204	biparental
TMS13F2280P0007	IITA-TMS-IBA030075	IITA-TMS-IBA030007	biparental
TMS13F2294P0001	IITA-TMS-IBA930007	KIBAHA	biparental
TMS13F2330P0036	IITA-TMS-IBA070593		open
TMS14F1001P0001	TMS13F1303P0001	TMS13F1020P0002	biparental
TMS14F1001P0002	TMS13F1303P0001	TMS13F1020P0002	biparental
TMS14F1001P0004	TMS13F1303P0001	TMS13F1020P0002	biparental
TMS14F1001P0005	TMS13F1303P0001	TMS13F1020P0002	biparental
TMS14F1002P0001	TMS13F1303P0001	TMS13F1084P0006	biparental
TMS14F1002P0002	TMS13F1303P0001	TMS13F1084P0006	biparental
TMS14F1003P0001	TMS13F1306P0003	TMS13F1111P0012	biparental
TMS14F1003P0002	TMS13F1306P0003	TMS13F1111P0012	biparental
TMS14F1004P0003	TMS13F1306P0004	TMS13F1111P0012	biparental
TMS14F1005P0001	TMS13F1306P0004	TMS13F1336P0023	biparental
TMS14F1008P0002	TMS13F1307P0020	TMS13F1020P0002	biparental
TMS14F1008P0007	TMS13F1307P0020	TMS13F1020P0002	biparental
TMS14F1008P0008	TMS13F1307P0020	TMS13F1020P0002	biparental
TMS14F1008P0010	TMS13F1307P0020	TMS13F1020P0002	biparental
TMS14F1008P0012	TMS13F1307P0020	TMS13F1020P0002	biparental
TMS14F1008P0013	TMS13F1307P0020	TMS13F1020P0002	biparental
TMS14F1008P0017	TMS13F1307P0020	TMS13F1020P0002	biparental
TMS14F1008P0020	TMS13F1307P0020	TMS13F1020P0002	biparental
TMS14F1009P0001	TMS13F1307P0020	TMS13F1084P0006	biparental
TMS14F1009P0002	TMS13F1307P0020	TMS13F1084P0006	biparental
TMS14F1009P0003	TMS13F1307P0020	TMS13F1084P0006	biparental
TMS14F1011P0001	TMS13F1307P0008	TMS13F1084P0006	biparental
TMS14F1011P0002	TMS13F1307P0008	TMS13F1084P0006	biparental
TMS14F1011P0003	TMS13F1307P0008	TMS13F1084P0006	biparental
TMS14F1011P0005	TMS13F1307P0008	TMS13F1084P0006	biparental
TMS14F1011P0006	TMS13F1307P0008	TMS13F1084P0006	biparental
TMS14F1011P0007	TMS13F1307P0008	TMS13F1084P0006	biparental
TMS14F1012P0002	TMS13F1307P0008	TMS13F1111P0012	biparental
TMS14F1012P0004	TMS13F1307P0008	TMS13F1111P0012	biparental
TMS14F1012P0005	TMS13F1307P0008	TMS13F1111P0012	biparental
TMS14F1012P0006	TMS13F1307P0008	TMS13F1111P0012	biparental
TMS14F1012P0007	TMS13F1307P0008	TMS13F1111P0012	biparental
TMS14F1012P0008	TMS13F1307P0008	TMS13F1111P0012	biparental
TMS14F1012P0009	TMS13F1307P0008	TMS13F1111P0012	biparental
TMS14F1012P0011	TMS13F1307P0008	TMS13F1111P0012	biparental
TMS14F1012P0012	TMS13F1307P0008	TMS13F1111P0012	biparental
TMS14F1012P0013	TMS13F1307P0008	TMS13F1111P0012	biparental
TMS14F1012P0015	TMS13F1307P0008	TMS13F1111P0012	biparental
TMS14F1012P0016	TMS13F1307P0008	TMS13F1111P0012	biparental
TMS14F1012P0017	TMS13F1307P0008	TMS13F1111P0012	biparental
TMS14F1013P0001	TMS13F1288P0009	TMS13F1108P0007	biparental
TMS14F1013P0002	TMS13F1288P0009	TMS13F1108P0007	biparental
TMS14F1013P0003	TMS13F1288P0009	TMS13F1108P0007	biparental
TMS14F1013P0004	TMS13F1288P0009	TMS13F1108P0007	biparental
TMS14F1013P0007	TMS13F1288P0009	TMS13F1108P0007	biparental
TMS14F1014P0005	TMS13F1306P0003	TMS13F1108P0007	biparental
TMS14F1014P0006	TMS13F1306P0003	TMS13F1108P0007	biparental
TMS14F1014P0008	TMS13F1306P0003	TMS13F1108P0007	biparental
TMS14F1014P0009	TMS13F1306P0003	TMS13F1108P0007	biparental
TMS14F1014P0011	TMS13F1306P0003	TMS13F1108P0007	biparental
TMS14F1014P0014	TMS13F1306P0003	TMS13F1108P0007	biparental
TMS14F1014P0015	TMS13F1306P0003	TMS13F1108P0007	biparental
TMS14F1014P0016	TMS13F1306P0003	TMS13F1108P0007	biparental
TMS14F1014P0017	TMS13F1306P0003	TMS13F1108P0007	biparental
TMS14F1016P0001	TMS13F1307P0011	TMS13F1108P0007	biparental
TMS14F1016P0002	TMS13F1307P0011	TMS13F1108P0007	biparental
TMS14F1016P0003	TMS13F1307P0011	TMS13F1108P0007	biparental
TMS14F1016P0005	TMS13F1307P0011	TMS13F1108P0007	biparental
TMS14F1016P0006	TMS13F1307P0011	TMS13F1108P0007	biparental
TMS14F1016P0007	TMS13F1307P0011	TMS13F1108P0007	biparental
TMS14F1017P0001	TMS13F1307P0020	TMS13F1108P0007	biparental
TMS14F1017P0002	TMS13F1307P0020	TMS13F1108P0007	biparental
TMS14F1017P0003	TMS13F1307P0020	TMS13F1108P0007	biparental
TMS14F1017P0004	TMS13F1307P0020	TMS13F1108P0007	biparental
TMS14F1017P0005	TMS13F1307P0020	TMS13F1108P0007	biparental
TMS14F1017P0007	TMS13F1307P0020	TMS13F1108P0007	biparental
TMS14F1017P0008	TMS13F1307P0020	TMS13F1108P0007	biparental
TMS14F1017P0009	TMS13F1307P0020	TMS13F1108P0007	biparental
TMS14F1017P0010	TMS13F1307P0020	TMS13F1108P0007	biparental
TMS14F1017P0011	TMS13F1307P0020	TMS13F1108P0007	biparental
TMS14F1017P0012	TMS13F1307P0020	TMS13F1108P0007	biparental
TMS14F1017P0013	TMS13F1307P0020	TMS13F1108P0007	biparental
TMS14F1018P0001	TMS13F1307P0020	TMS13F1214P0029	biparental
TMS14F1018P0002	TMS13F1307P0020	TMS13F1214P0029	biparental
TMS14F1018P0005	TMS13F1307P0020	TMS13F1214P0029	biparental
TMS14F1018P0006	TMS13F1307P0020	TMS13F1214P0029	biparental
TMS14F1019P0001	TMS13F1307P0008	TMS13F1108P0007	biparental
TMS14F1019P0003	TMS13F1307P0008	TMS13F1108P0007	biparental
TMS14F1019P0004	TMS13F1307P0008	TMS13F1108P0007	biparental
TMS14F1019P0005	TMS13F1307P0008	TMS13F1108P0007	biparental
TMS14F1019P0006	TMS13F1307P0008	TMS13F1108P0007	biparental
TMS14F1019P0007	TMS13F1307P0008	TMS13F1108P0007	biparental
TMS14F1019P0008	TMS13F1307P0008	TMS13F1108P0007	biparental
TMS14F1019P0011	TMS13F1307P0008	TMS13F1108P0007	biparental
TMS14F1019P0012	TMS13F1307P0008	TMS13F1108P0007	biparental
TMS14F1019P0013	TMS13F1307P0008	TMS13F1108P0007	biparental
TMS14F1019P0014	TMS13F1307P0008	TMS13F1108P0007	biparental
TMS14F1019P0015	TMS13F1307P0008	TMS13F1108P0007	biparental
TMS14F1019P0016	TMS13F1307P0008	TMS13F1108P0007	biparental
TMS14F1019P0017	TMS13F1307P0008	TMS13F1108P0007	biparental
TMS14F1019P0018	TMS13F1307P0008	TMS13F1108P0007	biparental
TMS14F1020P0001	TMS13F1087P0002	TMS13F1008P0006	biparental
TMS14F1020P0002	TMS13F1087P0002	TMS13F1008P0006	biparental
TMS14F1020P0003	TMS13F1087P0002	TMS13F1008P0006	biparental
TMS14F1020P0005	TMS13F1087P0002	TMS13F1008P0006	biparental
TMS14F1020P0006	TMS13F1087P0002	TMS13F1008P0006	biparental
TMS14F1020P0007	TMS13F1087P0002	TMS13F1008P0006	biparental
TMS14F1020P0009	TMS13F1087P0002	TMS13F1008P0006	biparental
TMS14F1020P0010	TMS13F1087P0002	TMS13F1008P0006	biparental
TMS14F1020P0011	TMS13F1087P0002	TMS13F1008P0006	biparental
TMS14F1020P0012	TMS13F1087P0002	TMS13F1008P0006	biparental
TMS14F1020P0013	TMS13F1087P0002	TMS13F1008P0006	biparental
TMS14F1021P0001	TMS13F1288P0009	TMS13F1106P0006	biparental
TMS14F1022P0001	TMS13F1307P0020	TMS13F1106P0006	biparental
TMS14F1022P0003	TMS13F1307P0020	TMS13F1106P0006	biparental
TMS14F1022P0004	TMS13F1307P0020	TMS13F1106P0006	biparental
TMS14F1022P0006	TMS13F1307P0020	TMS13F1106P0006	biparental
TMS14F1023P0003	TMS13F1307P0008	TMS13F1106P0006	biparental
TMS14F1023P0004	TMS13F1307P0008	TMS13F1106P0006	biparental
TMS14F1023P0007	TMS13F1307P0008	TMS13F1106P0006	biparental
TMS14F1023P0008	TMS13F1307P0008	TMS13F1106P0006	biparental
TMS14F1023P0009	TMS13F1307P0008	TMS13F1106P0006	biparental
TMS14F1024P0001	TMS13F1020P0002	TMS13F1307P0008	biparental
TMS14F1024P0003	TMS13F1020P0002	TMS13F1307P0008	biparental
TMS14F1024P0004	TMS13F1020P0002	TMS13F1307P0008	biparental
TMS14F1025P0001	TMS13F1020P0004	TMS13F1307P0008	biparental
TMS14F1025P0002	TMS13F1020P0004	TMS13F1307P0008	biparental
TMS14F1025P0003	TMS13F1020P0004	TMS13F1307P0008	biparental
TMS14F1025P0005	TMS13F1020P0004	TMS13F1307P0008	biparental
TMS14F1025P0006	TMS13F1020P0004	TMS13F1307P0008	biparental
TMS14F1025P0010	TMS13F1020P0004	TMS13F1307P0008	biparental
TMS14F1025P0011	TMS13F1020P0004	TMS13F1307P0008	biparental
TMS14F1025P0012	TMS13F1020P0004	TMS13F1307P0008	biparental
TMS14F1025P0013	TMS13F1020P0004	TMS13F1307P0008	biparental
TMS14F1025P0014	TMS13F1020P0004	TMS13F1307P0008	biparental
TMS14F1025P0015	TMS13F1020P0004	TMS13F1307P0008	biparental
TMS14F1026P0007	TMS13F1024P0002	TMS13F1307P0020	biparental
TMS14F1026P0009	TMS13F1024P0002	TMS13F1307P0020	biparental
TMS14F1027P0001	TMS13F1212P0003	TMS13F1212P0002	biparental
TMS14F1027P0004	TMS13F1212P0003	TMS13F1212P0002	biparental
TMS14F1027P0005	TMS13F1212P0003	TMS13F1212P0002	biparental
TMS14F1027P0006	TMS13F1212P0003	TMS13F1212P0002	biparental
TMS14F1027P0008	TMS13F1212P0003	TMS13F1212P0002	biparental
TMS14F1027P0010	TMS13F1212P0003	TMS13F1212P0002	biparental
TMS14F1027P0011	TMS13F1212P0003	TMS13F1212P0002	biparental
TMS14F1028P0001	TMS13F1028P0007	TMS13F1307P0020	biparental
TMS14F1028P0003	TMS13F1028P0007	TMS13F1307P0020	biparental
TMS14F1029P0002	TMS13F1063P0019	TMS13F1307P0020	biparental
TMS14F1030P0001	TMS13F1079P0007	TMS13F1306P0004	biparental
TMS14F1030P0005	TMS13F1079P0007	TMS13F1306P0004	biparental
TMS14F1030P0008	TMS13F1079P0007	TMS13F1306P0004	biparental
TMS14F1031P0001	TMS13F1079P0007	TMS13F1307P0020	biparental
TMS14F1031P0003	TMS13F1079P0007	TMS13F1307P0020	biparental
TMS14F1032P0001	TMS13F1084P0006	TMS13F1307P0020	biparental
TMS14F1032P0002	TMS13F1084P0006	TMS13F1307P0020	biparental
TMS14F1032P0003	TMS13F1084P0006	TMS13F1307P0020	biparental
TMS14F1032P0004	TMS13F1084P0006	TMS13F1307P0020	biparental
TMS14F1032P0005	TMS13F1084P0006	TMS13F1307P0020	biparental
TMS14F1032P0007	TMS13F1084P0006	TMS13F1307P0020	biparental
TMS14F1032P0008	TMS13F1084P0006	TMS13F1307P0020	biparental
TMS14F1032P0009	TMS13F1084P0006	TMS13F1307P0020	biparental
TMS14F1033P0001	TMS13F1084P0006	TMS13F1307P0020	biparental
TMS14F1033P0003	TMS13F1084P0006	TMS13F1307P0020	biparental
TMS14F1033P0004	TMS13F1084P0006	TMS13F1307P0020	biparental
TMS14F1033P0005	TMS13F1084P0006	TMS13F1307P0020	biparental
TMS14F1033P0008	TMS13F1084P0006	TMS13F1307P0020	biparental
TMS14F1033P0009	TMS13F1084P0006	TMS13F1307P0020	biparental
TMS14F1034P0002	TMS13F1084P0006	TMS13F1307P0008	biparental
TMS14F1035P0001	TMS13F1095P0009	TMS13F1307P0008	biparental
TMS14F1035P0002	TMS13F1095P0009	TMS13F1307P0008	biparental
TMS14F1035P0004	TMS13F1095P0009	TMS13F1307P0008	biparental
TMS14F1035P0005	TMS13F1095P0009	TMS13F1307P0008	biparental
TMS14F1035P0006	TMS13F1095P0009	TMS13F1307P0008	biparental
TMS14F1035P0007	TMS13F1095P0009	TMS13F1307P0008	biparental
TMS14F1035P0008	TMS13F1095P0009	TMS13F1307P0008	biparental
TMS14F1036P0001	TMS13F1109P0009	TMS13F1307P0020	biparental
TMS14F1036P0002	TMS13F1109P0009	TMS13F1307P0020	biparental
TMS14F1036P0003	TMS13F1109P0009	TMS13F1307P0020	biparental
TMS14F1036P0004	TMS13F1109P0009	TMS13F1307P0020	biparental
TMS14F1036P0007	TMS13F1109P0009	TMS13F1307P0020	biparental
TMS14F1036P0009	TMS13F1109P0009	TMS13F1307P0020	biparental
TMS14F1036P0010	TMS13F1109P0009	TMS13F1307P0020	biparental
TMS14F1036P0011	TMS13F1109P0009	TMS13F1307P0020	biparental
TMS14F1037P0002	TMS13F1111P0012	TMS13F1307P0020	biparental
TMS14F1038P0001	TMS13F1120P0001	TMS13F1288P0009	biparental
TMS14F1038P0002	TMS13F1120P0001	TMS13F1288P0009	biparental
TMS14F1038P0003	TMS13F1120P0001	TMS13F1288P0009	biparental
TMS14F1038P0004	TMS13F1120P0001	TMS13F1288P0009	biparental
TMS14F1038P0005	TMS13F1120P0001	TMS13F1288P0009	biparental
TMS14F1041P0002	TMS13F1145P0023	TMS13F1307P0008	biparental
TMS14F1041P0003	TMS13F1145P0023	TMS13F1307P0008	biparental
TMS14F1041P0006	TMS13F1145P0023	TMS13F1307P0008	biparental
TMS14F1042P0001	TMS13F1153P0011	TMS13F1307P0020	biparental
TMS14F1042P0005	TMS13F1153P0011	TMS13F1307P0020	biparental
TMS14F1042P0007	TMS13F1153P0011	TMS13F1307P0020	biparental
TMS14F1042P0008	TMS13F1153P0011	TMS13F1307P0020	biparental
TMS14F1042P0009	TMS13F1153P0011	TMS13F1307P0020	biparental
TMS14F1042P0010	TMS13F1153P0011	TMS13F1307P0020	biparental
TMS14F1042P0011	TMS13F1153P0011	TMS13F1307P0020	biparental
TMS14F1042P0012	TMS13F1153P0011	TMS13F1307P0020	biparental
TMS14F1042P0014	TMS13F1153P0011	TMS13F1307P0020	biparental
TMS14F1042P0015	TMS13F1153P0011	TMS13F1307P0020	biparental
TMS14F1042P0017	TMS13F1153P0011	TMS13F1307P0020	biparental
TMS14F1042P0018	TMS13F1153P0011	TMS13F1307P0020	biparental
TMS14F1044P0002	TMS13F1154P0010	TMS13F1307P0020	biparental
TMS14F1045P0001	TMS13F1212P0002	TMS13F1333P0029	biparental
TMS14F1045P0004	TMS13F1212P0002	TMS13F1333P0029	biparental
TMS14F1045P0005	TMS13F1212P0002	TMS13F1333P0029	biparental
TMS14F1045P0006	TMS13F1212P0002	TMS13F1333P0029	biparental
TMS14F1045P0008	TMS13F1212P0002	TMS13F1333P0029	biparental
TMS14F1047P0002	TMS13F1332P0042	TMS13F1307P0008	biparental
TMS14F1047P0003	TMS13F1332P0042	TMS13F1307P0008	biparental
TMS14F1047P0005	TMS13F1332P0042	TMS13F1307P0008	biparental
TMS14F1047P0008	TMS13F1332P0042	TMS13F1307P0008	biparental
TMS14F1047P0010	TMS13F1332P0042	TMS13F1307P0008	biparental
